Name,M1,M1_atom_number,M2,M2_atom_number,M3,M3_atom_number,Support ,Support_ID,M2_mol,M3_mol,M1_mol%,M2_mol%,M3_mol%,Temp,Total_flow,Ar_flow,CH4_flow,O2_flow,CT,CH4/O2,CH4_conv,C2y,C2H6y,C2H4y,COy,CO2y,C2s,C2H6s,C2H4s,COs,CO2s
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,6.0,6.0,3.0,0.50,2,37.65,5.15,0.59,4.56,33.33,5.49,13.68,1.57,12.11,88.53,14.58
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,8.0,8.0,4.0,0.38,2,36.47,5.81,0.65,5.16,33.06,5.19,15.93,1.78,14.15,90.65,14.23
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,4.0,4.5,1.5,0.75,3,25.38,4.89,0.52,4.37,24.08,3.01,19.27,2.05,17.22,94.88,11.86
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,6.0,6.8,2.3,0.50,3,23.96,5.70,0.54,5.16,22.98,2.67,23.79,2.25,21.54,95.91,11.14
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,8.0,9.0,3.0,0.38,3,25.42,6.10,0.62,5.48,22.79,2.59,24.00,2.44,21.56,89.65,10.19
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,4.0,4.8,1.2,0.75,4,19.44,4.83,0.44,4.39,18.90,1.88,24.85,2.26,22.58,97.22,9.67
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,6.0,7.2,1.8,0.50,4,18.92,5.50,0.54,4.96,17.98,1.66,29.07,2.85,26.22,95.03,8.77
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,8.0,9.6,2.4,0.38,4,19.86,5.82,0.60,5.22,17.29,1.61,29.31,3.02,26.28,87.06,8.11
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,4.0,5.1,0.9,0.75,6,18.05,4.43,0.39,4.04,12.68,0.93,24.54,2.16,22.38,70.25,5.15
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,6.0,7.7,1.3,0.50,6,12.40,4.79,0.49,4.30,12.25,0.86,38.63,3.95,34.68,98.79,6.94
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,8.0,10.3,1.7,0.38,6,12.80,4.86,0.61,4.25,11.70,0.82,37.97,4.77,33.20,91.41,6.41
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,7.0,2.0,1.0,0.75,2,41.45,4.14,0.55,3.59,35.18,4.82,9.99,1.33,8.66,84.87,11.63
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,10.5,3.0,1.5,0.50,2,42.70,4.83,0.63,4.20,34.17,4.56,11.31,1.48,9.84,80.02,10.68
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,14.0,4.0,2.0,0.38,2,41.30,5.51,0.76,4.75,33.48,4.35,13.34,1.84,11.50,81.07,10.53
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,7.0,2.3,0.8,0.75,3,28.52,4.39,0.49,3.90,24.65,2.52,15.39,1.72,13.67,86.43,8.84
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,10.5,3.4,1.1,0.50,3,27.95,4.96,0.68,4.28,22.89,2.26,17.75,2.43,15.31,81.90,8.09
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,14.0,4.5,1.5,0.38,3,27.55,4.98,0.75,4.23,21.51,2.07,18.08,2.72,15.35,78.08,7.51
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,7.0,2.4,0.6,0.75,4,24.30,4.06,0.54,3.52,19.82,1.69,16.71,2.22,14.49,81.56,6.95
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,10.5,3.6,0.9,0.50,4,22.27,3.96,0.58,3.38,16.66,1.34,17.78,2.60,15.18,74.81,6.02
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,14.0,4.8,1.2,0.38,4,20.16,3.39,0.90,2.49,16.23,1.34,16.82,4.46,12.35,80.51,6.65
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,10,7.0,2.6,0.4,0.75,6,15.23,3.23,0.53,2.70,13.10,0.85,21.21,3.48,17.73,86.01,5.58
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,15,10.5,3.9,0.6,0.50,6,14.03,2.76,0.64,2.12,11.38,0.77,19.67,4.56,15.11,81.11,5.49
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,50,25,25,900,20,14.0,5.1,0.9,0.38,6,13.37,2.41,0.94,1.47,10.59,0.90,18.03,7.03,10.99,79.21,6.73
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,1.5,5.7,2.8,0.75,2,30.33,5.82,0.77,5.05,28.78,6.50,19.19,2.54,16.65,94.89,21.43
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,2.3,8.5,4.3,0.50,2,31.69,6.33,0.90,5.43,28.88,6.23,19.97,2.84,17.13,91.13,19.66
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,3.0,11.3,5.7,0.38,2,33.25,6.81,0.94,5.87,28.78,6.14,20.48,2.83,17.65,86.56,18.47
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,1.5,6.4,2.1,0.75,3,22.84,5.71,0.67,5.04,19.95,3.26,25.00,2.93,22.07,87.35,14.27
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,2.3,9.6,3.2,0.50,3,20.87,6.60,0.83,5.77,20.17,3.13,31.62,3.98,27.65,96.65,15.00
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,3.0,12.8,4.3,0.38,3,20.60,7.05,0.88,6.17,19.82,3.04,34.22,4.27,29.95,96.21,14.76
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,1.5,6.8,1.7,0.75,4,12.35,5.68,0.66,5.02,15.50,2.08,45.99,5.34,40.65,125.51,16.84
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,2.3,10.2,2.6,0.50,4,11.52,6.48,0.88,5.60,15.34,1.98,56.25,7.64,48.61,133.16,17.19
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,3.0,13.6,3.4,0.38,4,12.20,6.88,0.94,5.94,15.19,1.95,56.39,7.70,48.69,124.51,15.98
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,1.5,7.3,1.2,0.75,6,5.21,4.89,0.59,4.30,10.69,1.18,93.86,11.32,82.53,205.18,22.65
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,2.3,10.9,1.8,0.50,6,7.92,5.06,0.85,4.21,9.86,1.11,63.89,10.73,53.16,124.49,14.02
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,3.0,14.6,2.4,0.38,6,7.85,4.95,0.84,4.11,9.17,1.10,63.06,10.70,52.36,116.82,14.01
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,4.0,4.0,2.0,0.75,2,34.24,5.34,0.79,4.55,28.85,5.93,15.60,2.31,13.29,84.26,17.32
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,6.0,6.0,3.0,0.50,2,34.29,6.13,0.85,5.28,28.30,5.67,17.88,2.48,15.40,82.53,16.54
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,8.0,8.0,4.0,0.38,2,35.13,6.41,0.85,5.56,28.71,5.49,18.25,2.42,15.83,81.73,15.63
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,4.0,4.5,1.5,0.75,3,23.62,5.31,0.58,4.73,19.53,3.06,22.48,2.46,20.03,82.68,12.96
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,6.0,6.8,2.3,0.50,3,23.83,5.88,0.77,5.11,18.78,2.82,24.67,3.23,21.44,78.81,11.83
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,8.0,9.0,3.0,0.38,3,22.30,6.44,0.94,5.50,18.86,2.83,28.88,4.22,24.66,84.57,12.69
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,4.0,4.8,1.2,0.75,4,14.93,4.97,0.62,4.35,14.98,1.95,33.29,4.15,29.14,100.33,13.06
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,6.0,7.2,1.8,0.50,4,16.02,5.19,0.84,4.35,13.77,1.81,32.40,5.24,27.15,85.96,11.30
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,8.0,9.6,2.4,0.38,4,16.17,5.28,0.95,4.33,13.51,1.83,32.65,5.88,26.78,83.55,11.32
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,4.0,5.1,0.9,0.75,6,7.78,3.23,0.73,2.50,9.08,1.10,41.52,9.38,32.13,116.71,14.14
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,6.0,7.7,1.3,0.50,6,7.63,3.01,0.75,2.26,8.65,1.14,39.45,9.83,29.62,113.37,14.94
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,8.0,10.3,1.7,0.38,6,8.09,3.64,1.10,2.54,7.69,1.30,44.99,13.60,31.40,95.06,16.07
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,7.0,2.0,1.0,0.75,2,35.24,3.41,0.82,2.59,25.66,4.78,9.68,2.33,7.35,72.81,13.56
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,10.5,3.0,1.5,0.50,2,34.18,3.55,1.24,2.31,22.96,4.98,10.39,3.63,6.76,67.17,14.57
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,14.0,4.0,2.0,0.38,2,33.26,4.46,1.49,2.97,23.55,5.19,13.41,4.48,8.93,70.81,15.60
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,7.0,2.3,0.8,0.75,3,21.49,2.47,0.76,1.71,14.29,3.55,11.49,3.54,7.96,66.50,16.52
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,10.5,3.4,1.1,0.50,3,21.18,4.09,1.22,2.87,11.63,3.40,19.31,5.76,13.55,54.91,16.05
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,14.0,4.5,1.5,0.38,3,21.62,5.01,1.66,3.35,11.56,3.33,23.17,7.68,15.49,53.47,15.40
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,7.0,2.4,0.6,0.75,4,17.17,2.64,0.92,1.72,10.42,2.76,15.38,5.36,10.02,60.69,16.07
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,10.5,3.6,0.9,0.50,4,21.25,8.24,2.24,6.00,7.73,3.41,38.78,10.54,28.24,36.38,16.05
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,14.0,4.8,1.2,0.38,4,21.73,9.04,2.32,6.72,7.17,3.96,41.60,10.68,30.92,33.00,18.22
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,10,7.0,2.6,0.4,0.75,6,11.00,1.31,0.73,0.58,5.26,4.06,11.91,6.64,5.27,47.82,36.91
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,15,10.5,3.9,0.6,0.50,6,9.22,2.15,1.05,1.10,4.93,3.21,23.32,11.39,11.93,53.47,34.82
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,850,20,14.0,5.1,0.9,0.38,6,16.62,10.17,3.42,6.75,1.37,2.84,61.19,20.58,40.61,8.24,17.09
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,1.5,5.7,2.8,0.75,2,33.75,7.15,1.23,5.92,21.91,6.31,21.19,3.64,17.54,64.92,18.70
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,2.3,8.5,4.3,0.50,2,34.04,7.56,1.30,6.26,22.35,6.17,22.21,3.82,18.39,65.66,18.13
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,3.0,11.3,5.7,0.38,2,33.83,7.95,1.58,6.37,22.50,6.00,23.50,4.67,18.83,66.51,17.74
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,1.5,6.4,2.1,0.75,3,25.33,7.10,1.16,5.94,15.06,3.30,28.03,4.58,23.45,59.46,13.03
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,2.3,9.6,3.2,0.50,3,22.21,7.70,1.39,6.31,15.05,3.22,34.67,6.26,28.41,67.76,14.50
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,3.0,12.8,4.3,0.38,3,21.96,7.96,1.65,6.31,14.89,3.15,36.25,7.51,28.73,67.81,14.34
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,1.5,6.8,1.7,0.75,4,14.37,6.61,1.24,5.37,11.48,2.18,46.00,8.63,37.37,79.89,15.17
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,2.3,10.2,2.6,0.50,4,13.79,7.08,1.51,5.57,10.67,2.19,51.34,10.95,40.39,77.37,15.88
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,3.0,13.6,3.4,0.38,4,13.88,7.35,1.71,5.64,10.29,2.17,52.95,12.32,40.63,74.14,15.63
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,1.5,7.3,1.2,0.75,6,7.70,5.37,1.33,4.04,6.96,1.50,69.74,17.27,52.47,90.39,19.48
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,2.3,10.9,1.8,0.50,6,7.67,5.54,1.59,3.95,6.27,1.52,72.23,20.73,51.50,81.75,19.82
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,3.0,14.6,2.4,0.38,6,6.70,5.41,1.69,3.72,5.81,1.57,80.75,25.22,55.52,86.72,23.43
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,4.0,4.0,2.0,0.75,2,32.60,6.55,1.21,5.34,22.57,6.08,20.09,3.71,16.38,69.23,18.65
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,6.0,6.0,3.0,0.50,2,32.93,6.98,1.28,5.70,21.75,5.78,21.20,3.89,17.31,66.05,17.55
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,8.0,8.0,4.0,0.38,2,33.59,7.42,1.44,5.98,20.91,5.63,22.09,4.29,17.80,62.25,16.76
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,4.0,4.5,1.5,0.75,3,21.18,6.18,1.35,4.83,13.80,3.55,29.18,6.37,22.80,65.16,16.76
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,6.0,6.8,2.3,0.50,3,20.88,6.92,1.55,5.37,13.27,3.31,33.14,7.42,25.72,63.55,15.85
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,8.0,9.0,3.0,0.38,3,20.75,7.22,1.77,5.45,12.62,3.14,34.80,8.53,26.27,60.82,15.13
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,4.0,4.8,1.2,0.75,4,15.59,5.73,1.34,4.39,9.83,2.47,36.75,8.60,28.16,63.05,15.84
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,6.0,7.2,1.8,0.50,4,14.41,6.07,1.58,4.49,8.96,2.33,42.12,10.96,31.16,62.18,16.17
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,8.0,9.6,2.4,0.38,4,14.72,6.10,1.83,4.27,8.43,2.44,41.44,12.43,29.01,57.27,16.58
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,4.0,5.1,0.9,0.75,6,7.24,4.58,1.36,3.22,5.90,1.69,63.26,18.78,44.48,81.49,23.34
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,6.0,7.7,1.3,0.50,6,7.80,4.40,1.57,2.83,4.90,1.97,56.41,20.13,36.28,62.82,25.26
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,8.0,10.3,1.7,0.38,6,7.31,4.29,1.65,2.64,4.40,2.09,58.69,22.57,36.11,60.19,28.59
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,7.0,2.0,1.0,0.75,2,32.63,6.10,1.61,4.49,17.66,5.95,18.69,4.93,13.76,54.12,18.23
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,10.5,3.0,1.5,0.50,2,31.70,5.90,1.77,4.13,13.91,7.21,18.61,5.58,13.03,43.88,22.74
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,14.0,4.0,2.0,0.38,2,29.00,6.22,2.06,4.16,12.71,6.92,21.45,7.10,14.34,43.83,23.86
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,7.0,2.3,0.8,0.75,3,20.14,4.88,1.54,3.34,8.70,5.52,24.23,7.65,16.58,43.20,27.41
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,10.5,3.4,1.1,0.50,3,18.99,4.57,1.76,2.81,7.16,4.52,24.07,9.27,14.80,37.70,23.80
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,14.0,4.5,1.5,0.38,3,16.55,4.60,1.92,2.68,7.21,3.96,27.79,11.60,16.19,43.56,23.93
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,7.0,2.4,0.6,0.75,4,15.86,4.16,1.47,2.69,6.46,4.14,26.23,9.27,16.96,40.73,26.10
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,10.5,3.6,0.9,0.50,4,14.16,3.82,1.40,2.42,5.80,3.55,26.98,9.89,17.09,40.96,25.07
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,14.0,4.8,1.2,0.38,4,11.80,4.00,1.91,2.09,4.81,3.03,33.90,16.19,17.71,40.76,25.68
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,10,7.0,2.6,0.4,0.75,6,9.67,3.26,1.36,1.90,4.04,2.86,33.71,14.06,19.65,41.78,29.58
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,15,10.5,3.9,0.6,0.50,6,9.28,2.83,1.19,1.64,3.77,2.10,30.50,12.82,17.67,40.63,22.63
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,800,20,14.0,5.1,0.9,0.38,6,8.70,2.48,1.10,1.38,3.09,1.83,28.51,12.64,15.86,35.52,21.03
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,1.5,5.7,2.8,0.75,2,30.33,7.20,1.51,5.69,21.21,6.21,23.74,4.98,18.76,69.93,20.47
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,2.3,8.5,4.3,0.50,2,30.22,7.47,1.64,5.83,21.69,6.04,24.72,5.43,19.29,71.77,19.99
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,3.0,11.3,5.7,0.38,2,32.36,7.99,1.93,6.06,20.80,5.78,24.69,5.96,18.73,64.28,17.86
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,1.5,6.4,2.1,0.75,3,22.15,6.28,1.46,4.82,13.74,3.35,28.35,6.59,21.76,62.03,15.12
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,2.3,9.6,3.2,0.50,3,18.61,7.37,1.78,5.59,13.75,3.30,39.60,9.56,30.04,73.89,17.73
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,3.0,12.8,4.3,0.38,3,19.22,7.81,2.02,5.79,13.08,3.05,40.63,10.51,30.12,68.05,15.87
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,1.5,6.8,1.7,0.75,4,12.35,6.20,1.54,4.66,9.93,2.32,50.20,12.47,37.73,80.40,18.79
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,2.3,10.2,2.6,0.50,4,11.12,6.62,1.82,4.80,9.37,2.19,59.53,16.37,43.17,84.26,19.69
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,3.0,13.6,3.4,0.38,4,11.21,6.45,2.07,4.38,8.51,2.30,57.54,18.47,39.07,75.91,20.52
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,1.5,7.3,1.2,0.75,6,7.30,4.93,1.62,3.31,5.87,1.58,67.53,22.19,45.34,80.41,21.64
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,2.3,10.9,1.8,0.50,6,5.34,4.62,1.72,2.90,4.77,2.11,86.52,32.21,54.31,89.33,39.51
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,3.0,14.6,2.4,0.38,6,5.00,4.54,1.85,2.69,3.99,1.94,90.80,37.00,53.80,79.80,38.80
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,4.0,4.0,2.0,0.75,2,30.98,6.53,1.43,5.10,20.46,6.04,21.08,4.62,16.46,66.04,19.50
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,6.0,6.0,3.0,0.50,2,30.30,7.35,1.71,5.64,19.27,5.57,24.26,5.64,18.61,63.60,18.38
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,8.0,8.0,4.0,0.38,2,30.15,7.59,1.82,5.77,18.69,5.09,25.17,6.04,19.14,61.99,16.88
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,4.0,4.5,1.5,0.75,3,20.28,6.26,1.54,4.72,12.50,3.33,30.87,7.59,23.27,61.64,16.42
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,6.0,6.8,2.3,0.50,3,19.90,6.17,1.89,4.28,10.53,3.61,31.01,9.50,21.51,52.91,18.14
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,8.0,9.0,3.0,0.38,3,17.96,6.28,2.14,4.14,9.02,3.84,34.97,11.92,23.05,50.22,21.38
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,4.0,4.8,1.2,0.75,4,13.67,5.30,1.64,3.66,8.28,2.97,38.77,12.00,26.77,60.57,21.73
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,15,6.0,7.2,1.8,0.50,4,10.15,5.10,1.87,3.23,5.99,3.03,50.25,18.42,31.82,59.01,29.85
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,20,8.0,9.6,2.4,0.38,4,7.53,5.12,2.04,3.08,5.48,2.58,67.99,27.09,40.90,72.78,34.26
Mn-BaWO4/SiO2,Mn,25,Ba,56,W,74,SiO2,11,0.185,0.185,40,40,20,775,10,4.0,5.1,0.9,0.75,6,6.38,3.82,1.42,2.40,4.10,2.34,59.87,22.26,37.62,64.26,36.68
